iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
439;10;0;19;2;17;14;2;2;7.5;7.5;446.5;0.214285714;0;0.5;25.92857143;3;35;17.42857143;16.71428571;20.14285714;3;7.714285714;0.642857143;7.428571429;5.928571429;6.928571429;6;5.5;4.5;6.428571429;4.857142857;1.857142857;29;0;9;0;0;0;2;1;5;0;0;0;2;3;2;0;2;8;4;8;9;8;9;6;1;7;9;6;4;9;9;9;6;6;7;0;20;10;50;5;10;5;30;10;10;10;20;20;60;0;10;10;10;10;8;8;7;7;7;7;6;7;7;5;0.357142857;5.785714286;7.857142857;9;5;9;0.928571429;5.785714286;6.428571429;2;0;30;10;30;10;10;10;8;8;7;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;50;5;15;10;5;15;50;10;0;20;0;20;30;10;10;10;30;10;50;0;10;40;0;0;7;7;7;7;6;7;7;8;7;6
440;1;1;2;2;17;11;7.5;3;5.5;5.5;434.5;0;0;0.6;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.5;8.4;8;8.8;8.1;8.2;6.4;7.6;6.7;1.8;21;0;1;0;0;0;2;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441;2;1;4;2;17;11;7.5;6;5.5;5.5;434.5;0.2;0;0.6;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.5;6.6;7;7.4;7.4;7.4;5.9;6.3;5.7;1.7;24;0;1;0;0;0;2;4;2;0;0;0;2;7;1;0;1;6;1;6;7;7;8;7;14;9;9;8;9;10;10;10;7;2;7;0;35;10;25;20;5;5;50;0;20;20;0;10;50;0;0;25;25;0;8;7;8;9;8;7;4;9;9;5;0.6;7.7;8.5;8.7;8;7.7;6.9;7.6;6;1.9;0;60;10;15;15;0;0;7;6;9;9;8;7;1;3;40;10;20;20;5;5;60;5;20;10;0;5;50;10;10;10;10;10;30;20;20;10;10;10;8;7;9;8;8;7;5;8;10;9;1;0;0;0;0;50;15;15;15;0;5;75;15;10;0;0;0;70;5;5;10;0;10;50;20;5;10;10;5;7;7;9;7;8;6;5;6;5;8
442;3;1;6;2;17;11;7.5;5;5.5;5.5;434.5;0.4;0;0.6;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.4;6.1;7.9;8.1;6.1;7.7;4.5;6.3;6.1;2;25;0;1;0;0;0;2;1;1;0;108;0;4;6;1;0;1;7;1;7;5;1;1;7;1;8;6;1;1;5;3;5;2;1;6;0;40;10;0;45;0;5;60;0;10;30;0;0;30;10;10;20;30;10;7;9;8;8;9;7;1;6;3;9;1;6.6;3.7;5.1;4.5;4.4;1.9;5.7;4.3;1.9;3;60;10;0;20;0;10;7;9;9;7;9;8;3;1;50;10;0;30;0;0;50;20;0;30;0;0;60;0;0;40;0;0;0;0;30;40;30;0;7;6;7;4;9;7;2;7;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;4;1;8;2;17;11;7.5;10;5.5;5.5;434.5;0;0;0;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.2;6.3;7.8;8.3;6.9;8.2;4.6;6.8;6.1;1.8;27;0;13;0;0;0;3;1;3;0;0;0;2;6;2;0;9;9;5;7;8;5;5;5;3;7;6;1;6;7;8;8;4;5;7;0;30;25;10;20;0;15;40;10;10;30;0;10;40;0;20;20;20;0;7;10;9;7;7;7;8;8;10;9;0.4;6.6;6.6;6.7;6.1;5.6;4.4;5.9;5.7;1.8;3;40;20;10;20;10;0;7;8;7;8;8;6;1;2;0;0;0;0;0;0;30;15;15;20;10;10;40;20;10;10;10;10;40;20;10;10;10;10;7;7;7;8;8;7;7;7;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444;5;1;10;2;17;11;7.5;11;5.5;5.5;434.5;0;0;0.6;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.5;8.4;7;7.9;7.5;8.3;5.2;7.1;5.7;1.7;26;0;8;0;0;0;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
445;6;1;12;2;17;11;7.5;12;5.5;5.5;434.5;0.2;0;0.6;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.4;6.5;7;7.6;6.9;7.5;4.6;6.1;5.3;2;30;0;13;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446;7;1;14;2;17;11;7.5;4;5.5;5.5;434.5;0.4;0;0;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.5;6.1;7.3;7.8;5.8;7;4.9;6.7;6.3;1.9;28;0;8;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447;8;1;16;2;17;11;7.5;1;5.5;5.5;434.5;0.1;0;0.2;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.3;7.1;8.1;8.4;6.9;8.4;4.8;6.9;6.2;1.9;26;0;13;0;0;0;4;1;1;0;0;0;1;7;2;0;7;7;5;6;8;3;2;6;2;5;6;3;4;8;4;9;2;4;3;0;15;30;25;20;0;10;25;20;20;20;0;15;20;20;15;25;10;10;6;10;6;7;4;6;7;7;5;9;0.1;5.5;6;6.4;5.3;4.8;5.1;5.3;4.3;1.9;1;25;30;20;15;0;10;6;6;5;5;6;3;1;2;0;0;0;0;0;0;25;30;20;15;0;10;30;25;15;20;5;5;25;20;20;20;5;10;5;6;6;7;6;6;7;6;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
448;9;1;18;2;17;11;7.5;7;5.5;5.5;434.5;0.5;0;0.6;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.6;7.9;6.3;7.9;7.9;8.6;4.4;6.3;5.2;1.8;22;0;1;0;0;0;2;1;1;0;0;0;1;2;1;0;7;3;2;4;9;8;9;3;5;9;7;3;6;7;6;10;6;5;3;0;25;15;25;25;5;5;30;20;15;20;0;15;15;15;25;17;18;10;8;9;8;9;10;8;7;9;8;8;0.8;5.9;6.7;6.2;6.3;5.2;5.4;6.2;5.6;1.8;4;30;10;25;20;5;10;9;9;9;9;9;6;3;3;30;10;20;30;0;10;30;10;25;20;5;10;35;10;15;25;0;15;15;15;20;20;20;10;9;9;9;9;9;8;7;9;8;9;2;0;1;1;0;30;10;25;20;5;10;25;15;20;30;0;10;40;10;15;20;0;15;20;20;20;20;10;10;9;9;10;9;10;8;8;9;9;9
449;10;1;20;2;17;11;7.5;8;5.5;5.5;434.5;0.2;0;0.1;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.3;7.7;7.4;8.3;7.7;8.3;5.5;6.2;5.7;1.8;23;0;1;0;0;0;6;7;1;0;0;0;1;3;1;0;1;8;2;6;8;7;5;5;3;1;9;7;6;9;2;6;4;1;5;0;55;2;1;40;1;1;55;2;1;40;1;1;25;1;13;44;11;6;7;10;10;10;8;7;9;9;10;8;0.7;7.3;8.6;8.2;7.8;7.3;6.4;7.8;7;1.8;3;50;6;9;35;0;0;7;10;10;10;8;8;1;3;50;9;8;23;3;2;50;8;8;33;0;1;50;8;8;33;0;1;30;10;12;30;10;8;7;10;10;10;8;7;8;9;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450;11;1;21;2;17;11;7.5;2;5.5;5.5;434.5;0.2;0;0.6;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.3;5.6;7.3;8.2;7;7.9;5.5;5.8;5;1.9;25;0;13;0;0;0;2;3;7;0;0;0;2;6;2;0;9;7;3;9;9;9;9;9;9;3;5;7;9;10;9;10;5;10;3;0;50;5;5;5;5;30;50;5;5;5;5;30;25;5;5;5;30;30;9;6;7;10;10;8;8;8;7;8;0.5;6.9;7.8;7.8;6.5;6.8;4.7;6.8;4.9;1.9;2;50;10;10;10;5;15;0;9;9;8;10;7;3;1;50;5;10;10;5;20;50;10;10;10;5;15;40;10;10;10;20;10;40;10;10;10;10;20;7;8;9;7;9;7;8;9;7;9;2;0;1;1;0;50;10;10;10;5;15;50;10;10;10;10;10;40;10;10;10;20;10;40;10;10;10;20;10;7;7;9;7;9;7;7;9;7;7
451;12;1;22;2;17;11;7.5;13;5.5;5.5;434.5;0;0;0.2;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0;2.8;7.3;8.3;4.8;8.1;4.2;4.7;5.2;2;30;0;8;0;0;0;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452;13;1;23;2;17;11;7.5;9;5.5;5.5;434.5;0.1;0;0.2;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.1;4.2;7.2;8.2;7;8;3.6;5.1;6.1;1.8;29;0;8;0;0;0;4;7;1;0;0;0;1;5;3;0;7;9;6;8;7;8;7;8;7;9;8;7;8;9;8;10;5;3;7;0;35;30;25;5;0;5;30;5;10;30;10;15;35;5;15;30;5;10;7;8;7;10;8;7;8;8;6;7;0.7;6;6.9;6.5;6.4;5.8;5.5;6;5.9;2;5;35;30;25;5;0;5;7;9;10;7;9;6;1;3;0;0;0;0;0;0;35;30;25;5;0;5;50;5;5;30;0;10;35;30;25;5;0;5;7;9;10;7;8;6;8;8;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;14;1;24;2;17;11;7.5;14;5.5;5.5;434.5;0.1;0;0.2;25.4;2.7;19.2;15.8;22.6;18.2;12.4;11.8;0.1;3.7;7.7;7.8;4.4;7.2;3.4;4.7;4.9;2;27;0;1;0;0;0;4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;1;0;1;1;18;6;4;4;3.5;3.5;462.5;0;0;0.333333333;28.66666667;3.666666667;23.33333333;18.33333333;16.66666667;15;12.5;14.16666667;0.5;5.833333333;6.166666667;5.5;5.5;5.166666667;5.166666667;5.333333333;5.5;2;27;0;15;0;0;0;2;3;3;0;0;0;2;7;3;0;2;5;8;5;9;9;9;7;1;4;9;4;9;9;8;8;4;9;5;0;10;20;20;20;10;20;20;20;10;20;20;10;30;20;10;20;10;10;8;9;9;9;7;8;9;9;9;7;0.333333333;7.5;8.833333333;8.166666667;7.666666667;8.166666667;4.666666667;6.5;6;0;1;7;9;9;9;7;9;8;9;9;9;7;5;1;1;15;20;20;20;10;15;15;20;20;20;10;15;20;10;10;20;20;20;20;10;10;20;20;20;8;9;9;9;6;8;9;9;9;8;0;0;0;0;0;10;20;20;20;10;20;10;20;20;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;8;9;10;9;5;8;9;10;9;5
455;2;0;3;1;18;6;3;3;3.5;3.5;462.5;0;0;0.5;28.66666667;3.666666667;23.33333333;18.33333333;16.66666667;15;12.5;14.16666667;0.166666667;5.5;7.833333333;6.333333333;5.5;5.5;6.666666667;6.666666667;5.5;2;24;0;10;0;0;0;4;5;5;0;0;0;1;6;2;0;2;3;5;3;10;10;7;7;1;8;10;4;8;9;8;9;9;7;4;0;10;25;20;16;20;9;20;16;13;19;13;19;25;12;12;20;11;20;7;9;9;8;8;7;8;8;7;9;0.5;5.5;7.333333333;7.666666667;6.333333333;6.333333333;5.166666667;5.833333333;5;0;2;3;8;8;7;8;5;7;9;8;8;8;5;1;3;10;10;15;25;15;25;10;20;15;20;20;15;20;15;15;20;15;15;20;15;15;20;15;15;8;9;8;8;8;8;9;8;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;3;0;5;1;18;6;2;2;3.5;3.5;462.5;0.166666667;0;0.5;28.66666667;3.666666667;23.33333333;18.33333333;16.66666667;15;12.5;14.16666667;1;7.5;5.166666667;5.666666667;5.833333333;7.5;5.333333333;6.833333333;5;2;29;0;8;0;0;0;4;3;2;0;0;0;2;6;1;0;7;1;1;8;8;7;7;6;2;8;8;4;7;7;6;6;8;8;2;0;25;20;15;10;15;15;20;10;20;10;30;10;30;15;10;15;10;20;8;8;6;7;7;7;3;5;5;8;0.166666667;5.333333333;6.333333333;6.5;5.666666667;6.333333333;4;5;4.833333333;0;1;9;9;8;7;8;8;8;8;7;7;8;3;1;1;30;30;10;10;10;10;30;20;20;10;10;10;20;10;20;10;30;10;30;20;10;20;10;10;8;8;7;6;7;7;3;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
457;4;0;7;1;18;6;1;1;3.5;3.5;462.5;0;0;0.5;28.66666667;3.666666667;23.33333333;18.33333333;16.66666667;15;12.5;14.16666667;0.166666667;5.666666667;7.666666667;5.666666667;6;4.166666667;4.666666667;6.833333333;4.166666667;2;55;0;6;0;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
458;5;0;9;1;18;6;6;6;3.5;3.5;462.5;0.333333333;0;0.5;28.66666667;3.666666667;23.33333333;18.33333333;16.66666667;15;12.5;14.16666667;0.333333333;6.166666667;5.333333333;6;5.5;8;5.833333333;6.333333333;3.666666667;1.833333333;29;0;8;0;0;0;4;9;8;0;0;0;1;4;1;0;7;9;1;6;10;8;6;9;3;6;9;7;8;8;4;1;10;9;5;0;50;5;25;20;0;0;30;10;30;10;20;0;50;10;20;0;0;20;10;10;9;10;10;8;7;10;7;10;0.833333333;5.5;8.333333333;7.5;7.333333333;6.333333333;5.333333333;6;6.833333333;0.166666667;5;10;10;10;10;8;5;8;10;10;10;8;4;3;3;65;10;0;25;0;0;40;20;15;15;15;15;40;20;30;10;0;0;70;0;20;10;0;0;9;9;10;10;10;7;9;10;9;9;1;1;0;0;0;70;0;30;0;0;0;80;0;0;0;0;20;50;20;30;0;0;0;80;0;20;0;0;0;10;10;10;10;10;8;8;9;7;9
459;6;0;11;1;18;6;5;5;3.5;3.5;462.5;0;0;0.5;28.66666667;3.666666667;23.33333333;18.33333333;16.66666667;15;12.5;14.16666667;0.666666667;7.166666667;5.666666667;5.833333333;5.5;7.5;5.5;7;4;2;26;0;8;0;0;0;4;6;1;0;0;0;1;5;3;0;7;1;3;1;9;8;9;1;1;6;4;6;8;8;8;8;8;1;5;0;30;10;10;30;10;10;50;0;10;30;0;10;50;0;0;30;0;20;5;5;5;5;8;5;5;5;5;8;0;3.5;7.5;6.5;3;4.5;1.833333333;4;1.166666667;0;0;10;5;5;10;5;10;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;50;10;10;0;10;50;10;10;10;10;10;50;10;10;0;10;20;50;10;10;10;0;20;8;8;8;8;8;8;3;6;8;6
460;1;1;2;1;18;6;3.5;4;3.5;3.5;456.5;0.166666667;0;0.166666667;31.66666667;3.666666667;25;13.33333333;19.16666667;20.16666667;9.166666667;13.16666667;0.833333333;7;8.5;8;6.833333333;6.666666667;6.166666667;6.666666667;4.333333333;2;33;0;7;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
461;2;1;4;1;18;6;3.5;3;3.5;3.5;456.5;0;0;0;31.66666667;3.666666667;25;13.33333333;19.16666667;20.16666667;9.166666667;13.16666667;0.166666667;4.5;6.833333333;7;5.666666667;7;4;4.166666667;4;2;27;0;5;0;0;0;6;2;2;0;0;0;1;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
462;3;1;6;1;18;6;3.5;5;3.5;3.5;456.5;0.166666667;0;0.833333333;31.66666667;3.666666667;25;13.33333333;19.16666667;20.16666667;9.166666667;13.16666667;0.166666667;4.166666667;8.333333333;6.833333333;4.666666667;6.833333333;3.666666667;4.166666667;4;2;33;0;5;0;0;0;4;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
463;4;1;8;1;18;6;3.5;2;3.5;3.5;456.5;0;0;0.833333333;31.66666667;3.666666667;25;13.33333333;19.16666667;20.16666667;9.166666667;13.16666667;0.5;5.833333333;8.333333333;8.333333333;6.5;7.333333333;4.333333333;6.5;4.5;2;23;0;10;0;0;0;4;3;2;0;0;0;2;7;1;0;10;5;4;7;5;4;3;3;5;4;5;4;4;4;4;7;3;1;5;0;15;15;15;15;15;25;15;15;15;15;15;25;15;15;15;15;15;25;6;7;7;8;7;5;5;5;5;5;0.166666667;4.666666667;6.333333333;5.833333333;5.5;6.166666667;5.666666667;6;0.5;0;0;5;5;5;5;5;5;5;5;7;6;7;5;1;2;15;15;15;15;15;25;15;15;15;15;15;25;15;15;15;15;15;25;15;15;15;15;15;25;5;5;5;5;5;5;5;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
464;5;1;10;1;18;6;3.5;1;3.5;3.5;456.5;0.166666667;0;0.833333333;31.66666667;3.666666667;25;13.33333333;19.16666667;20.16666667;9.166666667;13.16666667;0.666666667;7;7.166666667;8.166666667;7.833333333;7.666666667;5.333333333;7;5.166666667;1.833333333;33;0;8;0;0;0;4;1;1;0;0;0;1;3;1;0;7;10;9;6;7;3;3;5;5;9;3;4;6;7;7;7;2;1;5;0;15;15;15;20;15;20;20;20;20;10;20;10;20;20;20;10;20;10;5;8;8;9;10;6;10;10;9;10;0.5;6.5;7.5;7.5;6.5;6.833333333;6;5.333333333;4.666666667;0.166666667;1;0;0;0;0;0;0;0;0;0;0;0;5;1;1;30;20;20;20;0;10;20;20;20;20;10;10;30;10;20;20;10;10;30;20;20;20;5;5;5;9;9;9;10;5;8;8;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465;6;1;12;1;18;6;3.5;6;3.5;3.5;456.5;0;0;0.166666667;31.66666667;3.666666667;25;13.33333333;19.16666667;20.16666667;9.166666667;13.16666667;0.166666667;5.166666667;6.166666667;5.5;6;3.166666667;3.5;4;2.833333333;2;23;0;7;0;0;0;2;1;3;0;0;0;6;7;3;0;6;4;8;1;3;8;8;4;1;4;9;2;1;3;10;10;1;1;4;0;20;20;20;20;20;0;50;10;10;10;10;10;50;10;10;10;10;10;7;10;8;7;5;7;10;8;9;1;0.666666667;6;2.833333333;0;0;4.166666667;3.5;6.666666667;4.666666667;0;1;8;9;8;7;6;7;7;6;6;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;1;0;1;2;19;15;3;3;8;8;488;0;0;0.4;28.26666667;3.133333333;24.4;15.8;20.13333333;19.06666667;9.866666667;10.06666667;0.666666667;7.733333333;7.6;8.066666667;7.733333333;6.8;5.6;7.066666667;5.266666667;1.866666667;24;0;18;0;0;0;2;1;1;0;0;0;6;7;1;0;10;4;2;9;8;5;6;4;3;2;8;5;5;7;6;8;4;2;5;0;10;20;20;15;20;15;25;15;15;20;10;15;45;5;15;15;10;10;7;9;7;8;8;7;9;8;7;7;0;3.266666667;4.333333333;4.533333333;3.666666667;4.4;2.266666667;3.066666667;3.466666667;0;0;7;7;8;8;9;9;7;7;7;7;8;2;1;2;40;5;5;5;5;40;25;15;15;15;10;30;20;15;15;15;10;25;30;10;10;15;10;25;7;7;7;7;7;7;6;6;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
