iid;id;gender;idg;condtn;wave;round;position;positin1;order;partner;pid;match;int_corr;samerace;age_o;race_o;pf_o_att;pf_o_sin;pf_o_int;pf_o_fun;pf_o_amb;pf_o_sha;dec_o;attr_o;sinc_o;intel_o;fun_o;amb_o;shar_o;like_o;prob_o;met_o;age;field;field_cd;undergra;mn_sat;tuition;race;imprace;imprelig;from;zipcode;income;goal;date;go_out;career;career_c;sports;tvsports;exercise;dining;museums;art;hiking;gaming;clubbing;reading;tv;theater;movies;concerts;music;shopping;yoga;exphappy;expnum;attr1_1;sinc1_1;intel1_1;fun1_1;amb1_1;shar1_1;attr4_1;sinc4_1;intel4_1;fun4_1;amb4_1;shar4_1;attr2_1;sinc2_1;intel2_1;fun2_1;amb2_1;shar2_1;attr3_1;sinc3_1;fun3_1;intel3_1;amb3_1;attr5_1;sinc5_1;intel5_1;fun5_1;amb5_1;dec;attr;sinc;intel;fun;amb;shar;like;prob;met;match_es;attr1_s;sinc1_s;intel1_s;fun1_s;amb1_s;shar1_s;attr3_s;sinc3_s;intel3_s;fun3_s;amb3_s;satis_2;length;numdat_2;attr7_2;sinc7_2;intel7_2;fun7_2;amb7_2;shar7_2;attr1_2;sinc1_2;intel1_2;fun1_2;amb1_2;shar1_2;attr4_2;sinc4_2;intel4_2;fun4_2;amb4_2;shar4_2;attr2_2;sinc2_2;intel2_2;fun2_2;amb2_2;shar2_2;attr3_2;sinc3_2;intel3_2;fun3_2;amb3_2;attr5_2;sinc5_2;intel5_2;fun5_2;amb5_2;you_call;them_cal;date_3;numdat_3;num_in_3;attr1_3;sinc1_3;intel1_3;fun1_3;amb1_3;shar1_3;attr7_3;sinc7_3;intel7_3;fun7_3;amb7_3;shar7_3;attr4_3;sinc4_3;intel4_3;fun4_3;amb4_3;shar4_3;attr2_3;sinc2_3;intel2_3;fun2_3;amb2_3;shar2_3;attr3_3;sinc3_3;intel3_3;fun3_3;amb3_3;attr5_3;sinc5_3;intel5_3;fun5_3;amb5_3 
427;6;1;12;1;16;6;2;4;5;1;416;0;0.51;0;25;3;15;20;30;20;5;10;0;567;733;700;483;633;467;483;517;200;28;International Affairs;13;UCSB;1 200.00;14 915.00;2;1;1;California;90272;84 043.00;1;7;3;Energy;15;10;1;10;8;7;7;9;1;3;8;1;4;5;7;10;1;10;6;0;20;20;20;20;20;20;25;10;10;25;20;10;25;10;10;25;20;10;7;10;8;7;9;8;10;8;9;9;0;5;7;8;6;8;5;6;6;2;0;40;20;20;10;5;5;8;10;7;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;7;1;13;1;16;6;2;6;4;1;416;1;0.41;0;25;3;15;20;30;20;5;10;1;600;750;833;683;867;667;700;650;200;27;MBA;8;University of Chicago;0;26 775.00;4;8;8;New York;11432;35 224.00;3;2;1;Management Consulting;7;6;5;5;9;6;7;6;5;6;7;5;6;7;5;7;7;3;8;0;60;10;10;10;10;0;50;10;10;10;10;10;50;10;10;10;10;10;8;8;7;9;9;8;8;8;8;10;1;8;7;8;7;7;0;7;5;2;2;50;10;10;10;10;10;7;8;9;7;8;7;3;1;50;10;10;10;10;10;50;10;10;10;10;10;50;10;10;10;10;10;40;12;12;12;12;12;8;8;8;8;8;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
429;8;1;14;1;16;6;2;3;6;1;416;1;0.52;0;25;3;15;20;30;20;5;10;1;683;667;683;583;783;333;583;617;200;27;Business;8;Duquesne University;1 080.00;17 478.00;2;1;1;Pittsburgh, PA;15146;36 381.00;2;2;2;Investment Management;7;7;8;8;9;8;8;8;6;7;9;8;8;8;8;8;7;6;7;0;55;10;15;15;5;0;75;5;5;5;5;5;25;15;15;15;15;15;8;8;9;9;8;8;7;9;9;8;1;8;8;8;9;9;6;8;6;2;3;50;10;10;10;10;10;7;9;9;9;9;7;1;3;50;15;10;10;5;10;50;10;10;10;10;10;50;10;10;10;10;10;35;15;15;15;15;5;6;9;9;9;9;6;8;9;9;9;1;1;0;0;0;50;10;10;10;10;10;60;10;10;10;5;5;50;10;10;10;10;10;45;15;15;10;10;10;7;7;8;8;8;6;6;7;7;7
430;1;0;1;2;17;14;8;8;6;1;440;0;0.59;0;21;2;35;5;30;20;5;5;0;614;707;650;593;564;457;629;557;186;22;Elementary Education - Preservice;9;UC Irvine;0;15 260.00;4;3;10;California;94539;65 498.00;1;6;2;Elementary school teacher;2;10;10;10;6;3;2;4;2;4;4;8;9;9;8;8;5;4;5;0;10;25;15;20;15;15;25;20;10;30;10;5;25;10;10;30;10;15;5;8;8;5;8;5;8;6;9;9;0;8;7;9;9;8;5;7;2;2;0;10;25;10;20;15;20;5;8;5;9;8;4;1;2;10;25;10;25;10;20;10;25;15;20;10;20;20;20;15;25;10;10;25;25;10;25;10;5;5;8;5;9;8;5;9;6;9;9;0;0;0;0;0;10;25;15;20;10;20;10;30;10;15;10;25;20;20;10;25;15;10;20;20;15;20;15;10;5;8;5;9;7;6;9;7;9;8
431;2;0;3;2;17;14;9;9;7;1;440;0;0.45;0;21;2;35;5;30;20;5;5;0;579;579;643;450;714;421;507;407;186;27;Education Leadership - Public School Administration;9;Cal State Univ., Long Beach;0;8 100.00;4;5;8;Southern California;92843;0;2;7;3;Public School Principal;7;10;9;7;10;10;10;10;5;4;10;7;7;5;8;10;10;3;7;0;15;15;25;15;15;15;50;10;10;10;10;10;50;10;10;10;10;10;7;10;7;9;10;8;10;8;8;9;0;7;8;9;7;9;3;6;5;2;2;15;15;25;15;15;15;7;10;9;8;10;7;1;3;16;17;17;16;17;17;15;15;25;15;15;15;50;10;10;10;10;10;50;10;10;10;10;10;8;10;9;8;10;8;9;8;8;9;0;1;0;0;0;16;16;18;16;16;18;20;20;20;13;13;14;50;10;10;10;10;10;50;10;10;10;10;10;8;10;9;9;10;9;9;9;9;10
432;3;0;5;2;17;14;11;11;9;1;440;0;0.03;1;21;2;35;5;30;20;5;5;0;657;779;750;650;579;514;650;579;186;28;Social Work;11;Oberlin College;1 340.00;26 580.00;2;1;1;Hastings-on-Hudson, NY;10706;60 000.00;4;6;3;Social Worker;11;2;2;2;10;10;10;7;1;6;6;4;9;8;8;7;5;5;4;0;15;30;30;10;10;5;20;0;25;15;25;15;25;10;25;15;20;5;7;8;8;8;8;6;9;8;7;9;1;9;10;10;8;10;8;9;9;2;5;15;30;20;20;5;10;10;10;10;10;10;9;1;3;30;10;10;40;10;0;30;20;20;30;0;0;40;5;20;20;10;5;40;0;25;25;10;0;8;9;8;9;8;7;8;8;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
433;4;0;7;2;17;14;3;3;1;1;440;0;0.11;0;21;2;35;5;30;20;5;5;0;514;693;679;671;593;507;564;507;221;30;MFA Writing;15;Saint Mary's College of California;1 090.00;19 525.00;6;3;3;Northern California;93257;22 669.00;2;6;3;Writer;6;3;3;8;8;8;8;8;1;6;7;5;7;8;5;5;5;3;5;0;20;20;20;20;10;10;30;10;20;20;10;10;35;10;10;35;5;5;8;6;7;8;5;8;6;8;6;7;0;8;7;7;5;5;7;6;5;2;3;25;20;20;20;5;10;7;7;7;6;5;6;1;2;20;10;20;25;10;15;20;20;20;25;5;10;25;15;20;25;5;10;25;5;20;25;5;20;7;7;7;8;6;7;7;7;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
434;5;0;9;2;17;14;4;4;2;1;440;0;0.18;1;21;2;35;5;30;20;5;5;0;714;743;707;636;564;486;650;521;164;27;International Affairs;11;Bucknell University;1 290.00;25 335.00;2;2;2;Maryland;20816;81 266.00;1;4;2;Trade Specialist;15;4;2;9;6;3;3;3;2;7;2;6;2;2;4;7;8;4;3;0;30;15;15;30;0;10;30;20;10;20;10;10;40;10;10;25;0;15;7;7;8;6;4;8;7;7;8;4;0;8;6;6;8;7;7;6;8;2;1;40;10;20;10;5;15;8;9;8;9;7;6;3;2;60;10;10;10;5;5;40;10;20;15;5;10;30;20;20;10;10;10;40;5;10;20;0;25;8;8;8;8;7;7;8;8;8;7;1;1;1;1;0;50;5;20;10;5;10;70;0;10;10;0;10;40;20;10;10;5;15;60;0;15;10;0;15;8;8;8;8;7;7;9;9;9;7
435;6;0;11;2;17;14;7;7;5;1;440;0;0.1;0;21;2;35;5;30;20;5;5;0;564;593;621;657;664;421;571;493;171;22;Law;1;Rutgers University - New Brunswick;1 188.00;11 311.00;1;1;1;New Jersey;7726;0;1;7;2;Lawyer;1;5;5;6;9;8;8;3;2;9;9;1;8;7;9;9;10;10;5;0;25;5;20;25;15;10;50;2;8;45;1;4;50;1;4;25;10;10;7;9;9;9;9;7;9;10;10;10;1;10;10;10;10;10;10;10;9;1;4;30;10;20;20;10;10;7;9;10;10;10;3;3;2;0;0;0;0;0;0;30;10;20;20;10;10;50;2;3;40;3;2;40;2;3;30;3;2;7;9;10;10;10;7;8;8;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
436;7;0;13;2;17;14;6;6;4;1;440;0;0.53;1;21;2;35;5;30;20;5;5;0;729;629;700;750;736;500;629;521;136;23;Law;1;UC Irvine;0;15 260.00;2;9;1;California;92869;0;1;6;1;Law;1;8;5;9;10;8;7;8;5;1;9;10;8;10;6;10;10;4;5;0;28;8;17;22;17;8;20;20;20;20;20;0;50;0;0;50;0;0;9;8;10;7;6;4;4;4;10;4;1;10;10;10;10;10;10;10;10;1;4;25;10;20;20;20;5;8;7;7;10;7;6;3;3;0;0;0;0;0;0;60;5;10;15;5;5;30;15;20;15;10;10;55;5;5;25;5;5;8;8;8;10;8;6;6;6;9;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437;8;0;15;2;17;14;12;12;10;1;440;0;0.22;1;21;2;35;5;30;20;5;5;0;593;693;636;600;507;471;600;507;200;23;Social Work;11;University of Tennessee;1 092.00;11 570.00;2;2;6;North Carolina;28804;29 746.00;1;4;1;Social Work;11;6;7;7;8;9;9;8;5;6;9;7;10;10;10;10;5;6;5;0;15;15;18;18;14;20;28;12;13;10;12;25;35;12;12;15;15;23;7;9;9;9;8;5;10;9;9;9;1;10;9;10;10;10;9;9;6;2;5;15;15;25;10;10;25;5;9;8;7;9;5;1;3;0;0;0;0;0;0;12;13;25;12;13;25;32;10;15;12;13;18;35;10;15;10;10;20;5;9;8;9;8;6;10;8;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
438;9;0;17;2;17;14;13;13;11;1;440;0;0.14;1;21;2;35;5;30;20;5;5;0;650;700;643;664;557;450;664;586;200;23;Social Work;11;UCLA;1 290.00;15 309.00;2;1;5;California;94044;47 556.00;1;4;1;Clinical Social Worker;11;3;1;8;9;5;5;8;4;7;6;5;7;9;10;9;8;3;4;0;14;15;16;17;18;20;20;12;15;15;14;14;20;12;15;15;14;14;7;8;7;7;7;7;8;7;8;8;1;6;4;8;8;4;5;6;6;2;10;15;20;15;15;15;20;7;9;8;8;8;9;3;3;0;0;0;0;0;0;15;15;20;15;15;20;25;10;15;18;15;17;20;15;10;20;15;20;7;8;7;7;7;6;6;6;7;6;0;2;1;1;1;15;15;15;18;17;20;15;15;15;20;15;20;20;15;15;20;15;15;20;15;15;20;15;15;7;8;8;8;8;7;7;7;7;7
439;10;0;19;2;17;14;2;2;14;1;440;0;0.38;1;21;2;35;5;30;20;5;5;0;743;593;693;600;550;450;643;486;186;29;Bilingual Education;9;Washington University in St. Louis;0;26 377.00;2;1;5;Baltimore;21209;42 651.00;2;3;2;Bilingual Elementary School Teacher;2;8;4;8;9;8;9;6;1;7;9;6;4;9;9;9;6;6;7;0;20;10;50;5;10;5;30;10;10;10;20;20;60;0;10;10;10;10;8;8;7;7;7;7;6;7;7;5;0;8;9;9;6;9;0;7;7;2;0;30;10;30;10;10;10;8;8;7;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;2;1;50;5;15;10;5;15;50;10;0;20;0;20;30;10;10;10;30;10;50;0;10;40;0;0;7;7;7;7;6;7;7;8;7;6
440;1;1;2;2;17;11;8;3;5;1;430;0;0.59;0;22;4;10;25;15;20;15;15;0;840;800;880;810;820;640;760;670;180;21;Law;1;Stanford University;1 450.00;25 917.00;2;8;2;Milano, Italy;20129;0;1;7;2;Lawyer;1;10;10;10;10;7;7;7;3;1;3;5;5;10;8;10;8;5;7;0;35;5;30;20;5;5;35;5;30;20;5;5;40;5;20;10;20;5;8;8;9;9;9;9;9;10;9;10;0;5;8;7;7;8;5;8;8;2;2;40;15;20;10;10;5;10;8;10;10;10;4;1;1;0;0;0;0;0;0;80;0;10;10;0;0;80;0;10;10;0;0;80;0;10;10;0;0;10;10;10;10;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
441;2;1;4;2;17;11;8;6;3;1;430;0;-0.41;0;22;4;10;25;15;20;15;15;0;660;700;740;740;740;590;630;570;170;24;Law;1;Tufts University;0;26 892.00;2;4;2;Boston;6437;0;2;7;1;Corporate law;1;6;1;6;7;7;8;7;14;9;9;8;9;10;10;10;7;2;7;0;35;10;25;20;5;5;50;0;20;20;0;10;50;0;0;25;25;0;8;7;8;9;8;7;4;9;9;5;1;7;9;9;8;7;7;9;5;2;0;60;10;15;15;0;0;7;6;9;9;8;7;1;3;40;10;20;20;5;5;60;5;20;10;0;5;50;10;10;10;10;10;30;20;20;10;10;10;8;7;9;8;8;7;5;8;10;9;1;0;0;0;0;50;15;15;15;0;5;75;15;10;0;0;0;70;5;5;10;0;10;50;20;5;10;10;5;7;7;9;7;8;6;5;6;5;8
442;3;1;6;2;17;11;8;5;3;1;430;0;0.15;0;22;4;10;25;15;20;15;15;0;610;790;810;610;770;450;630;610;200;25;law;1;warsaw university;0;0;2;1;1;poland;108;0;4;6;1;tax lawyer;1;7;1;7;5;1;1;7;1;8;6;1;1;5;3;5;2;1;6;0;40;10;0;45;0;5;60;0;10;30;0;0;30;10;10;20;30;10;7;9;8;8;9;7;1;6;3;9;1;5;7;3;3;3;0;6;8;2;3;60;10;0;20;0;10;7;9;9;7;9;8;3;1;50;10;0;30;0;0;50;20;0;30;0;0;60;0;0;40;0;0;0;0;30;40;30;0;7;6;7;4;9;7;2;7;3;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
443;4;1;8;2;17;11;8;10;9;1;430;0;0.38;0;22;4;10;25;15;20;15;15;0;630;780;830;690;820;460;680;610;180;27;International Affairs - Economic Policy;13;Univeristy of Michigan;1 290.00;21 645.00;3;1;3;New York;17403;27 794.00;2;6;2;Economic Policy Advisor on Latin America;9;9;5;7;8;5;5;5;3;7;6;1;6;7;8;8;4;5;7;0;30;25;10;20;0;15;40;10;10;30;0;10;40;0;20;20;20;0;7;10;9;7;7;7;8;8;10;9;1;6;7;7;7;6;4;6;5;2;3;40;20;10;20;10;0;7;8;7;8;8;6;1;2;0;0;0;0;0;0;30;15;15;20;10;10;40;20;10;10;10;10;40;20;10;10;10;10;7;7;7;8;8;7;7;7;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444;5;1;10;2;17;11;8;11;9;1;430;0;0.33;0;22;4;10;25;15;20;15;15;0;840;700;790;750;830;520;710;570;170;26;MBA;8;Middlebury College;1 470.00;34 300.00;2;5;1;Los Angeles, CA;10016;41 737.00;2;4;2;Media Management;7;8;8;9;2;6;8;6;2;5;2;7;1;10;3;5;5;6;3;0;50;10;10;30;0;0;50;10;0;20;0;20;30;20;10;30;5;5;8;7;9;8;7;8;7;6;9;7;0;3;8;7;6;6;0;4;5;2;0;40;30;10;20;0;0;8;7;8;9;8;5;3;3;50;0;20;30;0;0;40;30;10;20;0;0;50;10;10;20;5;5;30;20;10;40;10;0;8;7;8;8;7;8;4;7;8;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
445;6;1;12;2;17;11;8;12;8;1;430;0;0.27;0;22;4;10;25;15;20;15;15;0;650;700;760;690;750;460;610;530;200;30;SIPA - Energy;13;U of Vermont;1 130.00;20 100.00;2;1;1;Burlington, Vermont;11576;90 225.00;2;5;2;Energy Management;9;9;6;8;8;5;3;9;5;9;10;5;4;10;8;9;5;1;5;0;40;12;18;12;6;12;60;5;5;20;5;5;30;15;10;20;20;5;9;8;7;10;7;9;9;10;7;7;0;6;6;3;3;3;2;3;4;0;0;50;10;15;10;5;5;8;9;8;7;5;7;3;3;50;5;15;15;5;10;50;10;10;10;15;5;50;20;5;15;5;5;35;20;10;15;15;5;8;10;10;7;6;7;8;9;7;6;2;1;1;1;0;50;10;15;10;5;10;60;10;15;5;5;5;50;5;5;10;25;5;45;10;5;5;30;5;8;9;9;7;7;8;7;9;6;6
446;7;1;14;2;17;11;8;4;4;1;430;0;0.14;0;22;4;10;25;15;20;15;15;0;610;730;780;580;700;490;670;630;190;28;MBA;8;Universidad de los Andes;0;0;3;2;2;Bogota, Colombia;0;0;1;4;3;Finance;7;9;2;9;8;8;7;6;3;6;6;5;6;6;5;8;3;3;7;0;30;20;25;15;10;0;30;20;15;15;15;5;30;25;25;20;0;0;6;8;9;7;5;6;8;7;7;4;1;7;8;8;8;8;7;7;6;2;3;30;25;25;15;5;0;6;9;7;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
447;8;1;16;2;17;11;8;1;6;1;430;0;0.49;1;22;4;10;25;15;20;15;15;0;710;810;840;690;840;480;690;620;190;26;Public Policy;13;University of Delhi;0;0;4;1;1;India;110003;0;1;7;2;Public Finance;7;7;5;6;8;3;2;6;2;5;6;3;4;8;4;9;2;4;3;0;15;30;25;20;0;10;25;20;20;20;0;15;20;20;15;25;10;10;6;10;6;7;4;6;7;7;5;9;0;5;7;7;5;4;4;5;4;2;1;25;30;20;15;0;10;6;6;5;5;6;3;1;2;0;0;0;0;0;0;25;30;20;15;0;10;30;25;15;20;5;5;25;20;20;20;5;10;5;6;6;7;6;6;7;6;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
448;9;1;18;2;17;11;8;7;2;1;430;0;-0.42;0;22;4;10;25;15;20;15;15;0;790;630;790;790;860;440;630;520;180;22;Law/Business;1;Yale;1 450.00;26 100.00;2;1;1;New York City;10021;55 080.00;1;2;1;Business Management;7;3;2;4;9;8;9;3;5;9;7;3;6;7;6;10;6;5;3;0;25;15;25;25;5;5;30;20;15;20;0;15;15;15;25;17;18;10;8;9;8;9;10;8;7;9;8;8;1;8;8;8;6;5;7;8;7;2;4;30;10;25;20;5;10;9;9;9;9;9;6;3;3;30;10;20;30;0;10;30;10;25;20;5;10;35;10;15;25;0;15;15;15;20;20;20;10;9;9;9;9;9;8;7;9;8;9;2;0;1;1;0;30;10;25;20;5;10;25;15;20;30;0;10;40;10;15;20;0;15;20;20;20;20;10;10;9;9;10;9;10;8;8;9;9;9
449;10;1;20;2;17;11;8;8;1;1;430;0;0.17;0;22;4;10;25;15;20;15;15;0;770;740;830;770;830;550;620;570;180;23;Law;1;Princeton;1 460.00;27 230.00;6;7;1;New York;11552;52 280.00;1;3;1;Business/Law;1;8;2;6;8;7;5;5;3;1;9;7;6;9;2;6;4;1;5;0;55;2;1;40;1;1;55;2;1;40;1;1;25;1;13;44;11;6;7;10;10;10;8;7;9;9;10;8;1;10;7;8;7;8;5;7;1;2;3;50;6;9;35;0;0;7;10;10;10;8;8;1;3;50;9;8;23;3;2;50;8;8;33;0;1;50;8;8;33;0;1;30;10;12;30;10;8;7;10;10;10;8;7;8;9;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450;11;1;21;2;17;11;8;2;6;1;430;0;0.01;0;22;4;10;25;15;20;15;15;0;560;730;820;700;790;550;580;500;190;25;International Affairs;13;Connecticut College;1 310.00;33 585.00;2;3;7;Singapore;0;0;2;6;2;Diplomat;9;7;3;9;9;9;9;9;9;3;5;7;9;10;9;10;5;10;3;0;50;5;5;5;5;30;50;5;5;5;5;30;25;5;5;5;30;30;9;6;7;10;10;8;8;8;7;8;1;7;7;7;7;5;8;8;7;2;2;50;10;10;10;5;15;7.5;9;9;8;10;7;3;1;50;5;10;10;5;20;50;10;10;10;5;15;40;10;10;10;20;10;40;10;10;10;10;20;7;8;9;7;9;7;8;9;7;9;2;0;1;1;0;50;10;10;10;5;15;50;10;10;10;10;10;40;10;10;10;20;10;40;10;10;10;20;10;7;7;9;7;9;7;7;9;7;7
451;12;1;22;2;17;11;8;13;7;1;430;0;0.17;1;22;4;10;25;15;20;15;15;0;280;730;830;480;810;420;470;520;200;30;MBA;8;NUS;0;0;4;3;1;Asia, Singapore;650206;0;2;3;3;banking;7;3;3;2;4;4;3;3;4;3;6;7;5;7;7;8;6;6;3;0;20;40;5;20;5;10;40;10;10;20;10;10;20;40;10;10;10;10;2;4;4;4;4;2;4;4;4;4;1;6;5;5;5;5;4;6;5;2;1;20;30;20;15;5;10;3;5;4;4;4;6;1;3;0;0;0;0;0;0;25;30;20;10;10;5;40;15;15;15;10;5;20;30;10;20;10;10;4;5;4;3;4;4;4;4;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452;13;1;23;2;17;11;8;9;10;1;430;0;0.21;1;22;4;10;25;15;20;15;15;0;420;720;820;700;800;360;510;610;180;29;MBA;8;National University of Singapore;0;0;4;7;1;Singapore;10027;0;1;5;3;private equity;7;9;6;8;7;8;7;8;7;9;8;7;8;9;8;10;5;3;7;0;35;30;25;5;0;5;30;5;10;30;10;15;35;5;15;30;5;10;7;8;7;10;8;7;8;8;6;7;1;6;8;7;6;6;6;6;8;2;5;35;30;25;5;0;5;7;9;10;7;9;6;1;3;0;0;0;0;0;0;35;30;25;5;0;5;50;5;5;30;0;10;35;30;25;5;0;5;7;9;10;7;8;6;8;8;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;14;1;24;2;17;11;8;14;6;1;430;0;0;1;22;4;10;25;15;20;15;15;0;370;770;780;440;720;340;470;490;200;27;law;1;University of International Business  & Economics;0;0;4;4;3;Shanghai, China;210009;0;2;6;5;lawyer;1;6;3;5;6;6;5;6;5;3;6;6;4;7;6;5;4;1;6;0;30;30;30;5;0;5;30;30;30;5;0;5;20;15;20;15;15;15;5;6;7;8;5;6;5;8;4;7;0;5;4;5;5;5;5;5;5;2;2;20;20;15;15;15;15;4;6;8;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;1;0;1;1;18;6;4;4;1;1;460;0;0.6;1;33;2;20;10;20;15;15;20;0;583;617;550;550;517;517;533;550;200;27;MFA  Poetry;15;Sarah Lawrence College;1 260.00;27 982.00;2;3;3;California;94941;56 056.00;2;7;3;Teacher;2;5;8;5;9;9;9;7;1;4;9;4;9;9;8;8;4;9;5;0;10;20;20;20;10;20;20;20;10;20;20;10;30;20;10;20;10;10;8;9;9;9;7;8;9;9;9;7;1;9;9;9;9;9;9;9;7;0;1;7;9;9;9;7;9;8;9;9;9;7;5;1;1;15;20;20;20;10;15;15;20;20;20;10;15;20;10;10;20;20;20;20;10;10;20;20;20;8;9;9;9;6;8;9;9;9;8;0;0;0;0;0;10;20;20;20;10;20;10;20;20;20;10;20;20;20;10;20;10;20;20;20;10;20;10;20;8;9;10;9;5;8;9;10;9;5
455;2;0;3;1;18;6;3;3;6;1;460;0;0.25;0;33;2;20;10;20;15;15;20;0;550;783;633;550;550;667;667;550;200;24;Biomedical Engineering;10;University of Rochester;0;24 794.00;4;5;5;India;560032;0;1;6;2;Research;2;3;5;3;10;10;7;7;1;8;10;4;8;9;8;9;9;7;4;0;10;25;20;16;20;9;20;16;13;19;13;19;25;12;12;20;11;20;7;9;9;8;8;7;8;8;7;9;1;7;7;8;8;8;7;7;6;0;2;3;8;8;7;8;5;7;9;8;8;8;5;1;3;10;10;15;25;15;25;10;20;15;20;20;15;20;15;15;20;15;15;20;15;15;20;15;15;8;9;8;8;8;8;9;8;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
456;3;0;5;1;18;6;2;2;5;1;460;1;0.19;0;33;2;20;10;20;15;15;20;1;750;517;567;583;750;533;683;500;200;29;Business;8;Rutgers College;1 188.00;11 311.00;4;3;2;NJ;7030;0;2;6;1;Health care finance;7;1;1;8;8;7;7;6;2;8;8;4;7;7;6;6;8;8;2;0;25;20;15;10;15;15;20;10;20;10;30;10;30;15;10;15;10;20;8;8;6;7;7;7;3;5;5;8;1;8;8;7;7;7;6;7;5;0;1;9;9;8;7;8;8;8;8;7;7;8;3;1;1;30;30;10;10;10;10;30;20;20;10;10;10;20;10;20;10;30;10;30;20;10;20;10;10;8;8;7;6;7;7;3;6;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
457;4;0;7;1;18;6;1;1;4;1;460;0;0.5;0;33;2;20;10;20;15;15;20;0;567;767;567;600;417;467;683;417;200;55;SOA -- writing;6;University of California at Santa Barbara;1 200.00;14 915.00;4;1;1;Santa Barbara, California;93108;60 835.00;6;7;3;writer;6;1;2;1;8;9;9;10;1;1;10;4;7;3;10;8;1;1;10;0;25;0;25;25;0;25;20;20;10;15;20;15;30;20;10;15;10;15;7;6;7;8;3;7;8;8;7;7;1;8;7;8;7;5;8;8;1;0;0;8;0;8;8;4;10;9;5;8;7;3;4;1;3;10;0;0;0;0;0;20;0;20;20;20;20;20;20;20;15;10;15;30;15;10;30;0;15;6;2;7;7;3;6;7;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
